α_1,Α
α_2682,Ἀποτιμηταὶ καὶ ἀποτίμημα καὶ ἀποτιμᾶν
α_2683,Ἀποτίσεις χοῖρε γίγαρτα
α_2684,Ἀποτειχίζων
α_2685,Ἀποτεμεῖται
α_2686,Ἀποτεύξασθαι
α_2687,Ἀποτειχίσαι
α_2688,Ἀποτίμησιν
α_2689,Ἀποτιμήματα
α_2690,Ἄπο τοῦ πράγματος
α_2691,Ἀπότριψις
α_2692,Ἀποτραχύνεται
α_2693,Ἀποτρόπαιοι
α_2694,Ἀποτροπίασμα
α_2695,Ἀποτρώγειν
α_2696,Ἀποτυμπάνισον
α_2697,Ἀποτυμπανίσαι
α_2698,Ἀποτυχίσαι
α_2699,Ἀποφανῶσαι
α_2700,Ἀποφαίνει
α_2701,Ἀποφαντικός
α_2702,Ἀποφάσκει
α_2703,Ἀπόφασις
α_2704,Ἀποφεύγειν καὶ ἀποφυγγάνειν
α_2705,Ἀπόφημι
α_2706,Ἀποφηληκίσαι
α_2707,Ἀποφῆναι
α_2708,Ἀποφύλιοι
α_2709,Ἀποφθεγγόμενος
α_2710,Ἀποφέρει
α_2711,Ἀπόφυξις
α_2712,Ἀποφλεγμήναντας
α_2713,Ἀπ’ ὀφθαλμῶν ἀπορρῖψαι
α_2714,Ἀποφράδες ἡμέραι
α_2715,Ἀποφοράν
α_2716,Ἀποφοιβάζων
α_2717,Ἀποφοιτᾶν
α_2718,Ἀποφυσήσας
α_2719,Ἀποφώλιον
α_2720,Ἀποχετεύονται
α_2721,Ἀπόχρη
α_2722,Ἀποχρήσας
α_2723,Ἀποχώρησις
α_2724,†Ἀπόχραε†
α_2725,Ἀποχρώσης
α_2726,Ἀποχοιριάσαι
α_2727,Ἀποχρώντως
α_2728,Ἀποχωροῦντα
α_2729,†Ἀπόψας†
α_2730,Ἀποψηφίζονται
α_2731,Ἀπόψηφοι ἐγένοντο τοῦ ἀποκτεῖναι
α_2732,Ἀποψοφεῖν
α_2733,Ἀποψύχει
α_2734,Ἀποψύχειν
α_2735,Ἀπριάτην
α_2736,Ἀπρίξ
α_2737,Ἄπροικον
α_2738,Ἀπροόπτως
α_2739,Ἀπρόσβλητον
α_2740,Ἀπροσδεής
α_2741,Ἀπροσήγορος ἄνθρωπος
α_2742,Ἀπρόσιτος
α_2743,Ἀπρόσκλητον
α_2744,Ἀπρόσειλος
α_2745,<Ἀ>προβουλία καὶ ἀπροβουλεύτως
α_2746,Ἀπροβούλευτον
α_2747,†Ἄπροτον†
α_2747a,ἀπρότων
α_2748,Ἅπτεσθαι
α_2749,<Ἀ>πτέρως
α_2750,Ἁπτόν
α_2751,Ἅπτων
α_2752,Ἄπυστα
α_2753,†Ἄπυτοι†
α_2754,Ἄπυρον πινακίσκον ἰχθυηρόν
α_2755,Ἀπῳδόν
α_2756,Ἄπωθεν
α_2757,Ἀπωτέρω
α_2758,Ἀπώμοτον
α_2759,Ἄπφα
α_2760,†Ἀπώναται†
α_2761,Ἀπωνηθήσεται
α_2762,Ἀπῴχοντο
α_2763,Ἄρα
α_2764,Ἀράβιος αὐλητής
α_2765,Ἀράττων
α_2766,Ἀρᾶται
α_2767,Ἀραῖς
α_2768,Ἀργᾶς
α_2768a,ἀργᾶς
α_2769,Ἀργαλέως
α_2770,Ἀργιόδοντα
α_2771,Ἀργᾶ<ς>
α_2772,Ἀράκους
α_2773,Ἄρρατον
α_2774,Ἀργέλοφοι
α_2775,Ἀργυρίου δίκη
α_2776,Ἀργυρίς
α_2777,Ἀργυραμοιβός
α_2778,Ἀργιλώδης γῆ
α_2779,Ἀργίποδες
α_2780,Ἄργεμα{τα}
α_2781,Ἀργέμων
α_2782,Ἀργείους ὁρῶ
α_2783,Ἀργυροῦνχρυσοῦν
α_2784,Ἀργύριον
α_2785,Ἀργυραμοιβόν
α_2786,Ἀργυρὶς θήκη
α_2787,Ἀργυρόποδα δίφρον
α_2788,Ἀργύρου κόπις
α_2789,Ἀργυρώματαχρυσώματα
α_2790,Ἀργυροκοπεῖον
α_2791,Ἀργυροσκόπος
α_2792,Ἀργυρῖται
α_2793,Ἀργυρογνώμων
α_2794,Ἀργυροδίνης
α_2795,Ἄρδηττος
α_2796,Ἄρδα καὶ ἄρδαλος
α_2797,Ἀρδάνιον
α_2798,Ἀρδεύειν
α_2799,Ἄρδειν
α_2800,Ἄρδηττος
α_2801,Ἀρεστήρ
α_2802,Ἀρετή
α_2803,Ἄρειος πάγος
α_2804,Ἀρήν
α_2805,Ἀρὴν ἡ ὀρθή
α_2806,Ἄρης τύραννος
α_2807,Ἀρίδακρυς καὶ ἀλίδακρυς
α_2808,Ἀριστῆσαι
α_2809,Ἄριστα χωλὸς οἰφεῖ
α_2810,Ἀριστεροστάτης
α_2811,Ἀριστερεών
α_2812,†Ἀρίφατος†
α_2813,Ἀριστερός
α_2814,Ἀριστίνδην
α_2815,Ἀριστεύς
α_2816,Ἀριστίων
α_2817,Ἀρκάδας μιμούμενος
α_2818,Ἀρκεσίλας
α_2819,Ἀρκεῖν
α_2820,Ἀρκαλέον
α_2821,Ἄρκος
α_2822,Ἄρκαλα
α_2823,Ἀρκαλᾶν
α_2824,Ἄρκτος
α_2825,Ἀρκτεῦσαι
α_2826,Ἄρκτον
α_2827,Ἀρκτοῦρος
α_2828,Ἄρκεσις
α_2829,Ἄρκιον
α_2830,Ἀρκής
α_2831,†Ἀρκύσας†
α_2832,Ἄρκυς
α_2833,Ἀρκύ<σ>τατα
α_2834,Ἀρκύωρος
α_2835,Ἁρμάτειον μέλος
α_2836,Ἁρμαλιᾶς ὄχλος
α_2837,Ἄρμενα
α_2838,Ἁρμοσταί
α_2838a,ἁρμοσταί
α_2839,Ἁρμογή
α_2840,Ἁρμοδίων
α_2841,Ἁρμόζοντας
α_2842,Ἁρματροχιαί
α_2843,Ἁρμόσυνοι
α_2844,Ἀρμόγματα
α_2845,Ἁρμοδίου μέλος
α_2846,Ἁρμονίας
α_2847,Ἀρνακίδα
α_2848,Ἀρνεώς
α_2849,Ἀρνεῖ
α_2850,Ἀρότους
α_2851,Ἀρότρῳ ἀκοντίζειν
α_2852,Ἀροῦν
α_2853,Ἁρπαγή
α_2854,Ἄρνυσθαι
α_2855,Ἁρπεδόνη
α_2856,Ἅρπη
α_2857,Ἁρπεδονίζειν
α_2858,Ἀρπέζας
α_2859,Ἁρπῖδες
α_2860,Ἀρράβακα
α_2861,Ἀρρενικόν
α_2862,Ἄρρηκτον
α_2863,Ἀρρηνεῖν
α_2864,Ἀρρηνές
α_2865,Ἀρρῆσαι
α_2866,Ἀρραβών
α_2867,Ἀρραβὼν κακῶν
α_2868,Ἄραρεν
α_2869,Ἄρρατον
α_2870,Ἄρρητα
α_2871,Ἄρρεν
α_2872,Ἀρρενικόν
α_2873,Ἀρραγὲς ὄμμα
α_2874,Ἀρραγῶς
α_2875,Ἄρρητον
α_2876,Ἀρρηφορεῖν
α_2876a,ἀρρηφορεῖν
α_2877,Ἄρριχοι
α_2878,Ἄρρυ
α_2879,Ἀρρωδεῖν
α_2880,Ἀρρωστία τοῦ στρατεύειν
α_2881,Ἀρρενωποὺς καὶ ἀρρενωπάδας
α_2882,Ἀρρωστήμων
α_2883,Ἄρσεων
α_2884,Ἄρσει
α_2885,Ἀρτάβη
α_2886,Ἄρταμος
α_2887,†Ἆρται†
α_2888,Ἀρτάνη
α_2889,Ἀρτεμισία
α_2890,Ἄρτημα βαλαντίου
α_2891,Ἀρτήρ
α_2892,Ἄρτι
α_2893,Ἀρτιάζειν
α_2894,Ἀρτικροτεῖσθαι
α_2895,Ἄρτια
α_2896,†Ἀρτισμός†
α_2897,Ἀρτιμελής
α_2898,Ἀρτιεπής
α_2899,Ἀρτιθαλῆ
α_2900,Ἀρτίπους
α_2901,Ἀρτίστομος
α_2902,Ἀρτίφρονες
α_2903,Ἀρτίως
α_2904,Ἀρτίως
α_2905,Ἄρτος
α_2906,Ἀρτοπόπον
α_2907,Ἀρτοσιτεῖν
α_2908,Ἀρτύειν
α_2909,Ἄρτυεν
α_2910,Ἀρτύναντες
α_2911,Ἀρύβαλλος
α_2912,Ἀρύβας
α_2913,Ἀρύει
α_2914,†Ἄρυθμος†
α_2915,Ἀρυσάμενος
α_2916,Ἀρυστίχους
α_2917,Ἀρύτεσθαι
α_2918,Ἄρυστις
α_2919,Ἀρχαιϊκὸν
α_2920,Ἀρχαῖος
α_2921,†Ἀρχαῖος†
α_2922,Ἀρχαιρεσίας
α_2923,Ἀρχαιρεσιάζειν
α_2923a,ἀρχαιρεσιάζειν
α_2924,Ἀρχαίως
α_2925,Ἀρχεῖα
α_2926,Ἀρχηγέται
α_2927,Ἀρχηγέτης
α_2928,Ἀρχῆθεν
α_2929,Ἀρχὴ ἄνδρα δείκνυσι
α_2930,Ἀρχὴν ἰᾶσθαι πολὺ λῴϊον ἠὲ τελευτήν
α_2931,Ἀρχὴν Σκυρίαν
α_2932,Ἀρχίδια
α_2933,Ἀρχιέρεων
α_2934,Ἀρχιθεωρός
α_2935,Ἀρχιτέκτων
α_2936,Ἄρχοντες οἱ θʹ τίνες
α_2937,Ἄρχων
α_2938,Ἀρωγή
α_2939,Ἀρωγός
α_2940,Ἀρώματα
α_2941,Ἀσαλὴς μανία
α_2942,Ἀσάλπιγκτον ὥραν
α_2943,Ἆσαι
α_2944,Ἄσβεστος
α_2945,Ἀσαφές
α_2946,Ἄσβολος
α_2947,Ἀσέλγεια
α_2948,Ἀσέλγεια
α_2949,Ἀσελγές
α_2950,Ἄσεπτον
α_2951,Ἄση
α_2952,Ἀσημάντοις
α_2953,Ἀσήμαντα
α_2954,Ἄσθμα
α_2955,Ἀσία
α_2956,Ἀσιάς
α_2957,Ἀσιάδος κρούματα
α_2958,Ἀσκάντης
α_2959,Ἀσκαρδαμυκτὶ ὁρᾶν
α_2960,Ἀσκέραι
α_2961,Ἀσκαλαβώτην
α_2962,Ἄσκευον
α_2963,Ἀσκήσασα
α_2964,Ἄσκησις
α_2965,Ἄσκησίς
α_2966,Ἀσκητικός
α_2967,Ἄσκοπον
α_2968,Ἀσκληπιεῖον
α_2969,Ἀσκοπήρα
α_2970,Ἀσκορδίνωτος
α_2971,Ἀσκούμενος
α_2972,Ἀσκωλιάζοντες
α_2973,Ἀσκοθύλακος
α_2974,Ἀσκωλιάζειν
α_2975,Ἀσκῷ φλαυρίζεις
α_2976,Ἀσπάθητον χλαῖναν
α_2977,Ἀσπάλαθος
α_2978,Ἀσπαλιεύς
α_2979,Ἄσμα
α_2980,Ἀσμένως
α_2981,Ἀσολοίκως
α_2982,Ἀσπαίροντες
α_2983,Ἀσπαλίας
α_2984,Ἀσπασία
α_2985,Ἀσπαστοί
α_2986,Ἀσπασίως
α_2987,Ἀσπίς
α_2988,Ἄσπονδοι
α_2989,Ἄσπουδος
α_2990,Ἀσπάζεσθαι
α_2991,Ἀσπαζόμεθα
α_2992,Ἄσταχυς καὶ ἀσταφίς
α_2993,Ἀστεῖόν τι καὶ κατερρινημένον εἰπεῖν
α_2994,Ἀστάθμητος
α_2995,Ἀσταθμητότατον
α_2996,Ἄστεγος
α_2997,Ἀστεῖος
α_2998,Ἀστάνδης
α_2999,Ἀσταφίδα καὶ ὀσταφίδα
α_3000,Ἀστείων
α_3001,Ἀστεΐζεσθαι
α_3002,Ἀστεϊζόμενος
α_3003,Ἄστεκτα
α_3004,Ἄστεσι
α_3005,Ἄστικτον
α_3006,Ἀστικὸν ἐμπόριον
α_3007,Ἀστεμφέα
α_3008,Ἀστερόεντα
α_3009,Ἀστέρων τέθριππος
α_3010,Ἀστιβής
α_3011,Ἀστεϊσμός
α_3012,Ἄστομος
α_3013,Ἀστόξενοι
α_3014,Ἀστός
α_3015,Ἄστικτον
α_3016,Ἀστραβηλάτης
α_3017,Ἀστράβη
α_3017a,ἀστράβη
α_3018,Ἀστράγαλος
α_3019,Ἄστροις σημαίνεσθαι
α_3020,Ἀστραγαλίζειν
α_3021,Ἄστυ ἄστεος
α_3022,Ἀστυγείτων
α_3023,Ἀστυνόμος
α_3024,Ἀστυπολεῖν
α_3025,Ἀστυφίαν καὶ ἀστυσίαν
α_3026,†Ἀστυφίαν
α_3027,Ἀσύμβατον
α_3028,Ἀσυμφανῶς
α_3029,Ἀσυνδυάστως
α_3030,Ἀσυνθεσία
α_3031,Ἀσύνθετος
α_3032,Ἀσυνθετώτατον
α_3033,Ἀσύντακτον
α_3034,Ἀσυντελής
α_3035,Ἀσύφηλον
α_3036,Ἀσφάλεια
α_3037,Ἀσφαλεστέρως
α_3038,Ἀσφάραγον
α_3039,Ἀσφόδελος
α_3040,Ἀσχάλλων
α_3041,Ἀσχέτως
α_3042,Ἀσχέδωρος
α_3043,Ἀσχολοῦμαι
α_3044,Ἀσώδης ἐστί
α_3045,Ἀσωμένη
α_3046,Ἀσώτως
α_3047,Ἀσώδης
α_3048,Ἀταλαίπωρον
α_3049,Ἀταλαιπώρως
α_3050,Ἀτάλαντον
α_3051,Ἀταλῇσιν
α_3052,Ἀτάλλει
α_3053,Ἀταλόν
α_3054,Ἀταμίευτον
α_3055,Ἀτάρ
α_3056,Ἀτάρβητος
α_3057,Ἀτὰρ δέ
α_3058,Ἀτὰρ ὡς
α_3059,Ἀτὰρ οὖν
α_3060,Ἀταρνεύς
α_3061,Ἀτάσθαλα
α_3062,Ἆται
α_3063,Ἀτέγκτοις
α_3064,Ἄτεγκτος ἄνθρωπος
α_3065,Ἄτεγκτος
α_3066,Ἅτε
α_3067,Ἅτε δή
α_3068,Ἀτέκμαρτον
α_3069,Ἀτελῆ
α_3070,Ἀτέλεια
α_3071,Ἀτελεύτητον
α_3072,Ἀτέλεστος
α_3073,Ἀτενές
α_3074,Ἀτενὴς καὶ ἀτεράμων ἄνθρωπος
α_3075,Ἀτενής
α_3076,Ἄτερ
α_3077,Ἅτερα
α_3078,Ἀτέραμνον
α_3079,Ἀτεράμων
α_3080,Ἀτεράμονες
α_3081,Ἀτερμάτιστος
α_3082,Ἀτερπὲς ἔργον
α_3083,Ἀτέχνοις
α_3084,Ἀτεχνως
α_3085,Ἄτη
α_3086,Ἀτημελήτους
α_3087,Ἀτημελὲς καὶ ἀτημέλητος καὶ ἀτημελήτως
α_3088,Ἀτημελῶς
α_3089,Ἀτηρία
α_3090,Ἀτηρὸν κακόν
α_3091,Ἀτηρότατον
α_3092,Ἀτίθασον
α_3093,Ἄτιμος
α_3094,Ἀτίμητος ἀγὼν καὶ τιμητός
α_3094a,ἀτίμητος ἀγὼν
α_3095,Ἀτιμαγέλης
α_3096,Ἄτιμος
α_3097,Ἀτίμωσις
α_3098,Ἀτιμώρητος
α_3099,Ἀταλάντη
α_3100,Ἀτλήτῳ
α_3101,Ἀτμίς
α_3102,Ἀτμῶν
α_3103,Ἄτομα
α_3104,Ἄτοπον
α_3105,Ἄτοπον
α_3106,Ἄτομον
α_3107,Ἀτοπωτάτη
α_3108,Ἄτρακτον
α_3109,Ἀτραπίζειν
α_3110,Ἀτραπούς
α_3111,Ἀτρέα
α_3112,Ἀτρέως ὄμματα
α_3113,Ἀτρεκεῖ
α_3114,Ἀτρεκές
α_3115,Ἀτρέμας
α_3116,Ἀτρεμία
α_3117,Ἀτρεμίζων
α_3118,Ἀτρείδαιν
α_3119,Ἄτριψ
α_3120,Ἀτριβὴς φροντὶς
α_3121,Ἄτρυτος
α_3122,Ἄτρυτον λῆμα
α_3123,Ἀτρύφερος
α_3124,Αττα
α_3125,Αττα
α_3126,Αττα
α_3127,Ἀτταγᾶς
α_3128,Ἀττάραγοι
α_3129,Ἄττεσθαι
α_3130,Ἄττις
α_3131,Ἄττιν
α_3132,Ἀττέλαβος
α_3133,ᾌττει
α_3134,Ἀττικισμός
α_3135,Ἀττικός
α_3136,Ἀττικοῖς γράμμασιν
α_3137,Ἀττικουργές
α_3138,Ἀττικωνικός
α_3139,Ἀττικὴ φωνή
α_3140,Ἀτύραννος πόλις
α_3141,Ἀτυφία
α_3142,Ἀτύφου μοίρας
α_3143,Ἀτυφία
α_3144,Ἄτυφον
α_3145,Ἀτυχεῖν
α_3146,Ἀτυχῆσαι
α_3147,Αὖ
α_3148,Αὑαίνεται
α_3149,Αὑάνθη
α_3150,Αὐγῶ
α_3151,Αὔδα
α_3152,Αὐδή
α_3153,Αὐδήεσσα
α_3154,Αὐδήσας
α_3155,Αὔεσθαι πῦρ καὶ ἐναύεσθαι
α_3156,Αὐθάδης
α_3157,Αὐθαίρετος
α_3158,Αὐθέκαστα
α_3159,Αὐθέκαστος
α_3160,Αὐθέντης
α_3161,Αὐθέντης
α_3162,Αὐθημερόν
α_3163,Αὖθι
α_3164,Αὐθιγενής
α_3165,Αὖθις
α_3166,Αὖθις αὖ πάλιν
α_3167,Αὔθαιμος
α_3168,Αὐθωρήτους
α_3169,Αὐλαία
α_3170,Αὔληρον
α_3171,Αὐλεία θύρα
α_3172,Αὔλια
α_3173,Αὐλίζεται
α_3174,Αὐλίζεσθαι
α_3175,Αὐλίκουροι
α_3176,Αὔλειος
α_3177,Αὐλείους θύρας
α_3178,Αὐλιζόμενοι
α_3179,Αὐλός
α_3180,Αὐλὸς χορευτής
α_3181,Αὐλών
α_3182,Αὐλῶνες
α_3183,Αὐλωνίζουσα
α_3184,Αὐξανόμενος
α_3185,Αὐξάνεσθαι
α_3186,Αὔξησις
α_3187,Αὔξην καὶ ἄνθην καὶ βλάστην
α_3188,Αὐξίς
α_3189,Αὔραν
α_3190,Ἀυπνίαν
α_3191,Αὐρίβατον
α_3192,Ἀῧσαι
α_3193,Ἀϋσάντων
α_3194,Αὐσονίων
α_3195,Αὐτὰ ταῦτα
α_3196,Αὑταιΐ
α_3197,Αὐτάγγελτος
α_3198,Ἀϋτήν
α_3199,Αὐτὴ κάμινος
α_3200,Αὐτὴ νῦν ἡ σοφία ζῇ
α_3201,Αὖτε
α_3202,Αὐτερέται
α_3203,Αὐτήκοοι
α_3204,Αὕτη μὲν ἡ μήρινθος οὐδὲν ἔσπασεν
α_3205,Αὐτῆμαρ
α_3206,Αὐτίκα
α_3207,Αὐτοδάξ
α_3208,Αὐτὸ δείξει
α_3209,Αὐτοβοεί
α_3210,Αὐτογνώμων ἄνθρωπος
α_3211,Αὐτογνωμονήσαντες
α_3212,Αὐτογεωργοί
α_3213,Αὐτοβοᾷς ὅμοιος ὢν τῷδε
α_3214,Αὐτοδοκεῖ
α_3215,Αὐτοδίκη
α_3216,Αὐτοκακὸν ἔοικε τῷδε
α_3217,Αὐτοκέρας
α_3218,Αὐτόκρανον λόγον
α_3219,Αὐτοκράτορα
α_3220,Αὐτογένεθλον
α_3221,Αὐτοετές
α_3222,Αὐτόθεν
α_3223,Αὐτόθι
α_3224,Αὐτοκλείδης
α_3225,Αὐτοκέλευστος
α_3226,Αὐτοκῆρυξ
α_3227,Αὐτολήκυθοι
α_3228,Αὐτολόχευτος
α_3229,Αὐτόλυκος
α_3230,†αὐτόλυκοι†
α_3231,Αὐτόματος
α_3232,Αὐτόμαρτυς
α_3233,Αὐτομήνυτος
α_3234,Αὐτομαχεῖν
α_3235,Αὐτομόλως
α_3236,Αὐτόματοι δ’ ἀγαθοί
α_3237,Αὐτόνομοι
α_3238,Αὐτονομούμενα
α_3239,Αὐτονυχί
α_3240,Αὐτὸν τὸν βατῆρα ἔκρουσεν
α_3241,Αὐτόπαιδα
α_3242,Αὐτόπεδον
α_3243,Αὐτόποκον
α_3244,Αὐτόπρεμνον
α_3245,Αὐτοποίητον
α_3246,Αὐτοπῶλαι
α_3247,Αὐτόρεξον
α_3248,Αὐτονομουμένη πόλις
α_3249,Αὑτόν
α_3250,Αὐτόσσυτον
α_3251,Αὐτόσιτος
α_3252,Αὐτόσε
α_3253,†αὐτοσχέδιον†
α_3254,Αὐτοσχεδιάζειν
α_3255,Αὐτοσχεδίως
α_3256,Αὐτοτελὴς δίκη
α_3257,Αὐτοτελῶς
α_3258,Αὐτοῦ
α_3259,Αὐτουργὸς χείρ
α_3260,Αὐτόφορτοι
α_3261,Αὐτόφυτον
α_3262,Αὐτοφρόνων
α_3263,Αὐτόχειρα
α_3264,Αὐτόχειρες
α_3265,Αὐτοχειρίᾳ
α_3266,Αὐτόχθονες
α_3267,Αὐτόχθων
α_3268,Αὐτόχρημα ὅμοιον
α_3269,Αὔτως
α_3270,Αὔχημα
α_3271,Αὐχμηρόν
α_3272,Αὐχμοί
α_3273,Αὐχμώδους
α_3274,Αὐχμῶντες
α_3275,Αὐχοῦντες
α_3276,Αὐχμηρὰ γῆ
α_3277,Αὐχένισμα
α_3278,Αὐχμώδη
α_3279,Αὐχενίζειν
α_3280,Αὐτοῖς ταλάροις ἐσθίεις τὸν τυρόν
α_3281,Ἀφαγνίσαι
α_3282,Ἀφανίσαι
α_3283,Ἀφάκη
α_3284,Ἀφαιρεθείς
α_3285,Ἀφαδία
α_3286,Ἀφανὴς οὐσία
α_3287,Ἀφάνισιν
α_3288,Ἀφαίρεμα
α_3289,Ἀφαίρεσις
α_3290,Ἀφαιρεῖ ὠτὸς ἢ ῥινός
α_3291,Ἀφαιρεῖν κροκύδας
α_3292,Ἁφαῖς
α_3293,Ἀφαυαίνεσθαι
α_3294,Ἀφάννας
α_3295,Ἀφάρμακον
α_3296,Ἀφάζει
α_3297,Ἀφαιάσαι
α_3298,Ἀφαμαρτούσῃ
α_3299,Ἀφασία
α_3300,Ἁφὰς λύχνων
α_3301,Ἀφάσσων
α_3302,Ἀφαυροτέροις
α_3303,Ἀφάψαι
α_3304,Ἀφεδρῶνες
α_3305,Ἀφεῖσθαι παίζειν
α_3306,Ἀφειδία
α_3307,Ἀφειδήσας
α_3308,Ἀφείλετο
α_3309,Ἀφείλετο
α_3310,Ἀφίημι
α_3311,Ἀφελές
α_3312,Ἀφελοῦ
α_3313,Ἀφεῖναι ἐλεύθερον
α_3314,Ἀφεῖτε
α_3315,Ἀφεῖσαν
α_3316,†Ἀφεῦσαν†
α_3317,Ἀφ’ ἑσπέρας
α_3318,Ἀφειλόμην
α_3319,Ἀφεὶς καὶ ἀπαλλάξας
α_3320,Ἀφεὶς τὴν ὑπέραν τὸν πόδα διώκει
α_3321,Ἀφεωκέναι καὶ ἀφεώκαμεν
α_3322,Ἀφ’ Ἑστίας μυούμενος
α_3323,Ἀφέμενον
α_3324,Ἀφέξει
α_3325,Ἀφέξομαι
α_3326,Ἀφέσθαι
α_3327,Ἀφέται
α_3328,Ἀφ’ ἑστίας
α_3329,Ἀφετηρία
α_3330,Ἀφεῦσαι
α_3331,†Ἀφεψιαίμην†
α_3332,Ἁφή
α_3333,Ἁφή
α_3334,Ἀφηβηκότι
α_3335,Ἀφήκειν
α_3336,Ἀφήκοντος
α_3337,Ἀφηγεῖσθαι
α_3338,Ἀφήλικες
α_3339,Ἀφηλικέστερον ἄνδρα
α_3340,Ἀφήλικα
α_3341,Ἀφηνιαστής
α_3342,Ἄφθα
α_3343,Ἀφῖγμαι
α_3344,Ἄφθαρτον καὶ ἄφθιτον
α_3345,Ἀφθίτους
α_3346,Ἄφθονος ἄγρα
α_3347,Ἄφθονον
α_3348,Ἄφθονοι
α_3349,Ἀφθονεστέραν
α_3350,Ἄφθογγος
α_3351,Ἄφθονα
α_3352,Ἄφθος
α_3353,Ἀφίδρωσον
α_3354,Ἀφ’ ἱερᾶς
α_3355,Ἀφίει
α_3356,Ἀφίκετο
α_3357,Ἀφῖκται
α_3358,Ἀφίημι καὶ ἀφίεμι
α_3359,†Ἀφιοῖτο†
α_3360,Ἄφιμος ἵππος
α_3361,Ἄφιμον
α_3362,†Ἀφείκατο†
α_3363,†Ἀφίκετο† καὶ †ἀφείκετο†
α_3364,Ἀφιλασαμένη
α_3365,Ἀφίλητος
α_3366,Ἀφιλία
α_3367,Ἀφιλότιμος
α_3368,Ἀφιματῶσαι
α_3369,Ἄφλαστα
